?"sku",fnsku,asin,amazon-store,fulfilled-by,your-price,sales-price,longest-side,median-side,shortest-side,length-and-girth,unit-of-dimension,item-package-weight,unit-of-weight,size_category_2024,shipping_weight_2024,size_category_2026,shipping_weight_2026,removal_fee_2026,multichannel_fee_standard,multichannel_fee_express,fba_fee_2025年01月15日至2025年10月14日_2024,fba_fee_2025年10月15日至2026年01月14日_2024,fba_fee_自2026年01月15日起_2026
311021-3x5J,X0015Q9OLZ,B01I1D9N9Q,US,Amazon,15.99,15.99,10.55,6.54,2.32,28.27,inches,1.06,pounds,大号标准尺寸,1.152,大号标准尺寸,1.152,2.27,10.64,13.45,4.99,5.29,5.04
311021-7x5J,X0015P9UID,B01I1D9QAM,US,Amazon,18.99,18.99,10.63,8.94,2.52,33.55,inches,1.43,pounds,大号标准尺寸,1.723,大号标准尺寸,1.723,2.27,10.64,13.45,5.52,5.84,5.57
306214-01,X0015LOVDL,B01IHAYTV0,US,Amazon,39.99,39.99,9.09,6.81,5.91,34.53,inches,2.82,pounds,大号标准尺寸,2.82,大号标准尺寸,2.82,3.76,11.75,14.14,6.62,7.03,6.67
304866x2J,X0013OMCJF,B01F30YI9K,US,Amazon,17.84,17.84,7.2,3.74,3.5,21.68,inches,0.6,pounds,大号标准尺寸,0.678,大号标准尺寸,0.678,1.53,8.61,11.81,4.15,4.43,4.2
311008-03x50J,X0013K75RD,B0132LPUTE,US,Amazon,19.99,19.99,9.57,9.45,1.57,31.61,inches,2.54,pounds,大号标准尺寸,2.54,大号标准尺寸,2.54,3.46,11.75,14.14,6.21,6.61,6.26
311008-02x50J,X0013EY89R,B00W387078,US,Amazon,18.99,18.99,8,8,1.7,27.4,inches,1.85,pounds,大号标准尺寸,1.85,大号标准尺寸,1.85,2.27,10.64,13.45,5.77,6.1,5.82
311008-01x50J,X0013A1ETN,B00W386VV4,US,Amazon,13.99,13.99,7.36,6.85,1.73,24.52,inches,1.15,pounds,大号标准尺寸,1.15,大号标准尺寸,1.15,2.27,10.64,13.45,4.99,5.29,5.04
311003-4J,X001375NH5,B01EWH83FU,US,Amazon,5.59,5.59,8.54,2.72,0.63,15.24,inches,0.15,pounds,小号标准尺寸,0.15,小号标准尺寸,0.15,0.84,7.34,10.7,2.38,2.57,2.49
311008-05x50J,X00134DUP5,B0132LQF8E,US,Amazon,25.99,25.99,12.36,10.83,2.01,38.04,inches,3.48,pounds,大号标准尺寸,3.48,大号标准尺寸,3.48,4.46,12.09,14.47,7.07,7.61,7.12
306104-4C,X00134A8RX,B01EUURUVM,US,Amazon,21.99,21.99,17.24,4.72,4.53,35.74,inches,1.83,pounds,大号标准尺寸,2.652,大号标准尺寸,2.652,3.58,11.75,14.14,6.21,6.61,6.26
306101S-4,X00133UD3N,B01CTM0H6I,US,Amazon,55.99,55.99,12,10.2,9.7,51.8,inches,8.2,pounds,大号大件,8.542,小号大件,8.542,10.04,22.99,24.66,12.48,13.52,10.42
306101S-8,X00132Q941,B01CTM0LLO,US,Amazon,65.99,65.99,14.96,14.17,11.02,65.35,inches,14.02,pounds,大号大件,16.806,小号大件,16.806,21.53,29.18,30.85,15.62,16.66,13.56
303121-50J,X0010BYHP3,B01EL16XYU,US,Amazon,35.99,35.99,10.08,9.25,6.81,42.2,inches,5.31,pounds,大号标准尺寸,5.31,大号标准尺寸,5.31,6.4,13.37,15.73,7.66,8.2,7.71
303121-25J,X0010BY5Y1,B01EL16XBI,US,Amazon,26.99,26.99,9.13,6.65,4.8,32.03,inches,2.73,pounds,大号标准尺寸,2.73,大号标准尺寸,2.73,3.66,11.75,14.14,6.21,6.61,6.26
306143-0820,X000ZYIKLD,B01DXYMHWS,US,Amazon,99.99,99.99,23,11.75,11.25,69,inches,15.4,pounds,大号大件,21.873,小号大件,21.873,26.91,32.98,34.65,17.54,18.58,15.48
306201P-8,X000ZYIJ87,B01DXYMM2I,US,Amazon,93.99,93.99,13,11,11,57,inches,9.41,pounds,大号大件,11.317,小号大件,11.317,15.72,25.07,26.74,13.53,14.57,11.47
306201P-6,X000ZYIJ7X,B01DXYMJ94,US,Amazon,79.99,79.99,12.5,9.9,9.8,51.9,inches,6.8,pounds,大号大件,8.725,小号大件,8.725,10.04,23.12,24.79,12.55,13.59,10.49
306201P-4,X000ZYIJ7N,B01DXYMGOM,US,Amazon,59.99,59.99,12.6,9,9,48.6,inches,5.05,pounds,大号大件,7.342,小号大件,7.342,10.04,22.09,23.76,12.02,13.06,9.96
304113-84,X000ZYIIX3,B01DXYMSMM,US,Amazon,209.99,209.99,49,13,8,91,inches,47.75,pounds,大号大件,47.75,大号大件,47.75,54.34,53.56,28.26,27.38,28.41,27.12
304113-42,X000ZYIIWT,B01DXYMQ9M,US,Amazon,89.99,89.99,49,10,6,81,inches,19,pounds,大号大件,21.151,大号大件,21.151,26.14,33.18,34.88,17.27,18.31,17.01
304113-55,X000ZYIIWJ,B01DXYM98K,US,Amazon,199.99,199.99,62.01,12.4,7.01,100.83,inches,38.15,pounds,"超大件((0,50]磅)",38.778,"超大件((0,50]磅)",38.778,44.82,55.59,57.13,40.69,43.42,40.69
304113-33,X000ZYIIW9,B01DXYMKIO,US,Amazon,109.99,109.99,37.5,9.75,6.25,69.5,inches,20.05,pounds,大号大件,20.05,大号大件,20.05,24.97,32.33,34.03,16.85,17.89,16.59
332823J,X000ZT0LBZ,B01DNUIHWG,US,Amazon,8.99,8.99,8.03,4.57,0.55,18.27,inches,0.1,pounds,小号标准尺寸,0.1,小号标准尺寸,0.1,0.84,7.34,10.7,2.29,2.48,2.43
304866J,X000ZT0K0H,B01DNUIHGM,US,Amazon,9.99,9.99,4.72,3.66,3.62,19.28,inches,0.31,pounds,大号标准尺寸,0.45,大号标准尺寸,0.45,0.84,7.72,11.59,3.13,3.39,3.13
305131J,X000ZT0J1R,B01DNUIGUY,US,Amazon,7.19,7.19,12.91,4.06,1.57,24.17,inches,0.2,pounds,大号标准尺寸,0.592,大号标准尺寸,0.592,1.53,8.61,11.81,3.38,3.66,3.38
333122J,X000ZO0O5D,B01DIZUMTW,US,Amazon,9.99,9.99,4.41,3.23,2.52,15.91,inches,0.22,pounds,大号标准尺寸,0.258,大号标准尺寸,0.258,0.84,7.72,11.59,3.13,3.39,3.13
331101-6,X000YYF4A9,B01C82SZRM,US,Amazon,28.99,28.99,7.8,6.85,6.26,34.02,inches,2.93,pounds,大号标准尺寸,2.93,大号标准尺寸,2.93,3.88,11.75,14.14,6.62,7.03,6.67
331101-4,X000YYF49Z,B01C82SYZ0,US,Amazon,22.99,22.99,6.54,5.28,4.49,26.08,inches,1.61,pounds,大号标准尺寸,1.61,大号标准尺寸,1.61,2.27,10.64,13.45,5.52,5.84,5.57
331101-8,X000YYF49P,B01C82T0QC,US,Amazon,35.99,35.99,8.46,8.19,7.76,40.36,inches,3.28,pounds,大号标准尺寸,3.868,大号标准尺寸,3.868,4.87,12.36,14.74,7.2,7.74,7.25
308100,X000WUGO9F,B018VI6ZUQ,US,Amazon,19.99,19.99,16.42,12.2,1.61,44.04,inches,2.64,pounds,大号标准尺寸,2.64,大号标准尺寸,2.64,3.57,11.75,14.14,6.21,6.61,6.26
308141,X000WUFUBX,B018VI76JA,US,Amazon,37.99,37.99,49,2.3,2.3,58.2,inches,3.55,pounds,大号大件,3.55,大号大件,3.55,6.36,19.62,21.32,10.58,11.62,10.32
308131,X000WUFUBN,B018VI75CS,US,Amazon,31.99,31.99,49,2.5,2,58,inches,2.05,pounds,大号大件,2.05,大号大件,2.05,6.36,18.47,20.17,10.01,11.05,9.75
308151,X000WUFUAT,B018VI77QW,US,Amazon,43.99,43.99,49,3,3,61,inches,6.35,pounds,大号大件,6.35,大号大件,6.35,10.04,21.78,23.48,11.64,12.68,11.38
306119J,X000WUAYVJ,B015SLCJ2W,US,Amazon,25.99,25.99,6.57,4.88,3.31,22.95,inches,0.93,pounds,大号标准尺寸,0.93,大号标准尺寸,0.93,1.53,8.93,13.12,4.55,4.84,4.6
306143-0616,X000VV26DN,B01731MLFK,US,Amazon,65.99,65.99,19,9.8,9.6,57.8,inches,11.05,pounds,大号大件,12.86,小号大件,12.86,17.35,26.22,27.89,14.12,15.16,12.06
307203-46,X000VV26BZ,B01731MM90,US,Amazon,38.24,38.24,47.5,3.25,3.25,60.5,inches,3.1,pounds,大号大件,3.609,大号大件,3.609,6.36,19.67,21.37,10.6,11.64,10.34
307203-26,X000VV26BP,B01731MOGQ,US,Amazon,29.74,29.74,23.7,3.28,3.28,36.82,inches,1.5,pounds,大号大件,1.834,小号大件,1.834,4.3,17.96,19.63,9.93,10.97,7.87
304113-44,X000VV26B5,B01731MNJE,US,Amazon,129.99,129.99,49,10,7,83,inches,28.38,pounds,大号大件,28.38,大号大件,28.38,33.8,38.74,40.44,20.01,21.05,19.75
306104-8C,X000T0VGG9,B010UCCR3A,US,Amazon,32.99,32.99,12.88,8.5,8.5,46.88,inches,3.2,pounds,大号大件,6.695,小号大件,6.695,10.04,21.6,23.27,11.77,12.81,9.71
306104-6C,X000T0VGFZ,B010UCCMW6,US,Amazon,24.99,24.99,13.15,6.65,6.57,39.59,inches,2.56,pounds,大号标准尺寸,4.133,大号标准尺寸,4.133,5.15,12.54,14.92,7.28,7.82,7.33
306106-82J,X000Q6TFV9,B00T62C3Q2,US,Amazon,9.99,9.99,9.69,8.83,1.14,29.63,inches,0.26,pounds,大号标准尺寸,0.702,大号标准尺寸,0.702,1.53,8.61,11.81,3.38,3.66,3.38
306106-62J,X000Q6TFUZ,B00T62C1PK,US,Amazon,8.99,8.99,7.4,7.28,1.18,24.32,inches,0.22,pounds,大号标准尺寸,0.457,大号标准尺寸,0.457,0.84,7.72,11.59,3.13,3.39,3.13
306106-122J,X000Q6TFUP,B00T62C7E0,US,Amazon,14.99,14.99,13.39,12.91,1.26,41.73,inches,0.35,pounds,大号标准尺寸,1.567,大号标准尺寸,1.567,2.27,10.64,13.45,5.52,5.84,5.57
330702-02J,X000OXKC4X,B00P7RUJ16,US,Amazon,8.54,8.54,8.19,6.5,0.83,22.85,inches,0.31,pounds,大号标准尺寸,0.318,大号标准尺寸,0.318,0.84,7.72,11.59,3.13,3.39,3.13
330701-01J,X000OXKC43,B00P7RUI3U,US,Amazon,5.99,5.99,6.65,5.2,0.55,18.15,inches,0.15,pounds,小号标准尺寸,0.15,小号标准尺寸,0.15,0.84,7.34,10.7,2.38,2.57,2.49
Amazon.Found.B0D228DNS8,B0D228DNS8,B0D228DNS8,US,Amazon,39.99,39.99,17.48,13.3,6.85,57.78,inches,15.96,pounds,大号标准尺寸,15.96,大号标准尺寸,15.96,17.69,20.82,23.08,11.07,11.61,11.12
Amazon.Found.B0C3LM52N5,B0C3LM52N5,B0C3LM52N5,US,Amazon,17.99,17.99,13.43,6.14,3.11,31.93,inches,1.21,pounds,大号标准尺寸,1.845,大号标准尺寸,1.845,2.27,10.64,13.45,5.77,6.1,5.82
Amazon.Found.B0BPXQKZY7,B0BPXQKZY7,B0BPXQKZY7,US,Amazon,37.99,37.99,17.09,13.86,7.76,60.33,inches,5.29,pounds,大号标准尺寸,13.224,大号标准尺寸,13.224,14.79,18.91,21.19,10.19,10.73,10.24
FBA18PXVWWZ3.missing1,B01M7S46YZ,B01M7S46YZ,US,Amazon,29.99,29.99,8.19,7.68,7.01,37.57,inches,2.45,pounds,大号标准尺寸,3.172,大号标准尺寸,3.172,4.13,11.87,14.26,6.98,7.52,7.03
VMP_L000002-100*2J_2_PK,,B0FRWV95KY,US,Amazon,19.98,19.98,5.04,4.65,2.24,18.82,inches,3.26,pounds,大号标准尺寸,3.26,大号标准尺寸,3.26,4.23,11.93,14.32,7,7.54,7.05
VMP_GT-001_2_PK,,B0FRX2DMDK,US,Amazon,33.98,33.98,4.53,4.49,3.07,19.65,inches,1.9,pounds,大号标准尺寸,1.9,大号标准尺寸,1.9,2.27,10.64,13.45,5.77,6.1,5.82
VMP_CN-0001_2_PK,,B0FS9PQH2K,US,Amazon,31.98,31.98,7.87,5.63,2.56,24.25,inches,1.1,pounds,大号标准尺寸,1.1,大号标准尺寸,1.1,2.27,10.64,13.45,4.99,5.29,5.04
VMP_CL-002J_2_PK,,B0FRWY5KQ7,US,Amazon,49.98,49.98,17.68,6.93,6.89,45.32,inches,3.26,pounds,大号标准尺寸,6.073,大号标准尺寸,6.073,7.21,13.9,16.26,7.9,8.44,7.95
SOIL-Kit,,B08PCVMT8X,US,Amazon,13.99,13.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
LED003701,,B08Y5Z3QNN,US,Amazon,115.99,115.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
G003,,B08Y5L3G7J,US,Amazon,90.99,90.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-6x300,,B0DRJMG2WS,US,Amazon,175.99,175.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-4x50-2,,B0F9NH4G16,US,Amazon,194.99,194.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-4x50,,B0DRJK191P,US,Amazon,37.99,37.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-4x250,,B0CMWR12GP,US,Amazon,103.99,103.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-4x100,,B0D7CK9L2L,US,Amazon,68.99,68.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-3x50-2,,B0F9NHBRF9,US,Amazon,158.99,158.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-3x50,,B0DRJLFS43,US,Amazon,30.99,30.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-3x250,,B0CMWPBV77,US,Amazon,90.99,90.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-WB-3x100,,B0D78Y6ZZW,US,Amazon,53.99,53.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSVC-AZT4,,B0D8QNBFWP,US,Amazon,134.99,134.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSVC-AZG8,,B0DK6J1T9D,US,Amazon,286.99,286.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSVC-AZG6E42A,,B0DRVCM31R,US,Amazon,198.99,198.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-WVK1-4,,B0D7VQFSP4,US,Amazon,40.99,40.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-WVK1-3,,B0D7Q5C44F,US,Amazon,38.99,38.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-WVK1,,B0D6RFDJH5,US,Amazon,55.99,55.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFB8,,B0DCJRYQHP,US,Amazon,67.99,67.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFB6-3,,B0DTYNY3GT,US,Amazon,55.99,55.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFB6,,B0D6R5YMJ6,US,Amazon,48.99,48.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFB4,,B0D6B3NVDZ,US,Amazon,41.59,41.59,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFA8,,B0DHZ22ZZM,US,Amazon,62.99,62.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFA6-1,,B0DHZ1XDT5,US,Amazon,46.99,46.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-IFA4,,B0DHZ1J2LY,US,Amazon,35.99,35.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT8-1,,B0FR4KC6TS,US,Amazon,207.99,207.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT8,,B0FR45YGSQ,US,Amazon,207.99,207.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT6E42A-3,,B0FR4FHZ9Z,US,Amazon,169.99,169.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT6E42A-2,,B0FR4FDSCP,US,Amazon,165.99,165.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT6E42A-1,,B0DRVJ94JH,US,Amazon,118.99,118.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT6-2,,B0FR43FZ3K,US,Amazon,146.99,146.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT6-1,,B0FR4DX4MB,US,Amazon,142.99,142.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4E42A-4,,B0FR4Q8Y6J,US,Amazon,206.99,206.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4E42A-3,,B0FR4HXN6C,US,Amazon,144.99,144.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4E42A-2,,B0FR4JBX1Y,US,Amazon,141.99,141.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4E42A-1,,B0D6RCCTC2,US,Amazon,129.99,129.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4-3,,B0FR3MZWDC,US,Amazon,105.99,105.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZT4-2,,B0FR4BHMQ6,US,Amazon,103.99,103.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZS6-2,,B0CNGNRYKC,US,Amazon,149.99,149.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZS4E42A-4,,B0D926R8WN,US,Amazon,117.99,117.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
B-VSV-AZS4E42A,,B0D3WDPRZK,US,Amazon,263.99,263.99,--,--,--,--,inches,--,pounds,,0,,0,0,0,0,0,0,0
